participant,nDistract,redundant,response,setSize,targetColor,targetOrient,targetPosition,targetShape,trialType,overinformative
participant047,distractors0,orientredundant,circle circle,setsize09,NA,vertical,three,circle,crit,FALSE
participant047,distractors0,orientredundant,circle,setsize09,NA,vertical,three,circle,crit,FALSE
participant047,distractors1,orientredundant,circle,setsize09,NA,horizontal,nine,circle,crit,FALSE
participant047,distractors1,orientredundant,pentagon,setsize09,NA,horizontal,four,pentagon,crit,FALSE
participant047,distractors2,orientredundant,circle,setsize09,NA,horizontal,nine,circle,crit,FALSE
participant047,distractors2,orientredundant,square,setsize09,NA,vertical,three,square,crit,FALSE
participant047,distractors3,orientredundant,circle,setsize09,NA,horizontal,three,circle,crit,FALSE
participant047,distractors3,orientredundant,circle,setsize09,NA,horizontal,two,circle,crit,FALSE
participant047,distractors4,orientredundant,square,setsize09,NA,vertical,one,square,crit,FALSE
participant047,distractors4,orientredundant,square,setsize09,NA,horizontal,three,square,crit,FALSE
participant048,distractors0,colorredundant,hexagon pentagon circle square blue blue blue blue green,setsize16,green,NA,sixteen,square,crit,TRUE
participant048,distractors0,colorredundant,pentagon hexagon circle blue blue blue blue blue blue blue blue square,setsize16,green,NA,four,hexagon,crit,TRUE
participant048,distractors1,colorredundant,circle green square green hexagon pentagon hexagon pentagon blue blue,setsize16,green,NA,eight,circle,crit,TRUE
participant048,distractors1,colorredundant,hexagon square square circle pentagon,setsize16,blue,NA,twelve,circle,crit,FALSE
participant048,distractors2,colorredundant,hexagon blue green blue circle square square pentagon,setsize16,blue,NA,fifteen,hexagon,crit,TRUE
participant048,distractors2,colorredundant,square square square hexagon blue green circle pentagon,setsize16,green,NA,sixteen,circle,crit,TRUE
participant048,distractors3,colorredundant,blue hexagon circle square pentagon,setsize16,green,NA,ten,hexagon,crit,TRUE
participant048,distractors3,colorredundant,green green hexagon circle square pentagon pentagon,setsize16,blue,NA,eleven,pentagon,crit,TRUE
participant048,distractors4,colorredundant,circle green hexagon pentagon blue square,setsize16,blue,NA,fifteen,pentagon,crit,TRUE
participant048,distractors4,colorredundant,square hexagon square hexagon green pentagon,setsize16,green,NA,thirteen,circle,crit,TRUE
participant048,distractors0,colorredundant,hexagon circle square blue green,setsize03,blue,NA,three,pentagon,crit,TRUE
participant048,distractors0,colorredundant,square pentagon circle green blue,setsize03,green,NA,three,circle,crit,TRUE
participant048,distractors1,colorredundant,circle pentagon,setsize03,green,NA,two,circle,crit,FALSE
participant048,distractors1,colorredundant,pentagon square circle blue green green circle square pentagon blue green,setsize03,green,NA,three,circle,crit,TRUE
participant048,distractors0,colorredundant,green green green green hexagon hexagon circle square,setsize06,blue,NA,six,pentagon,crit,TRUE
participant048,distractors0,colorredundant,hexagon square circle green blue,setsize06,green,NA,two,circle,crit,TRUE
participant048,distractors1,colorredundant,blue blue blue blue green green hexagon circle circle square square,setsize06,green,NA,five,pentagon,crit,TRUE
participant048,distractors1,colorredundant,hexagon pentagon square circle blue green green,setsize06,green,NA,six,circle,crit,TRUE
participant048,distractors2,colorredundant,pentagon square circle blue green,setsize06,blue,NA,four,hexagon,crit,TRUE
participant048,distractors2,colorredundant,square circle pentagon hexagon blue blue green,setsize06,blue,NA,six,circle,crit,TRUE
participant048,distractors3,colorredundant,circle hexagon blue green pentagon,setsize06,blue,NA,three,square,crit,TRUE
participant048,distractors3,colorredundant,pentagon green circle blue square,setsize06,blue,NA,five,pentagon,crit,TRUE
participant048,distractors4,colorredundant,pentagon hexagon blue green green,setsize06,green,NA,three,circle,crit,TRUE
participant048,distractors4,colorredundant,square circle hexagon pentagon blue green,setsize06,blue,NA,five,square,crit,TRUE
participant048,distractors0,colorredundant,blue blue blue blue blue blue blue blue green hexagon square square square,setsize09,green,NA,five,hexagon,crit,TRUE
participant048,distractors0,colorredundant,square circle hexagon blue green pentagon,setsize09,green,NA,two,square,crit,TRUE
participant048,distractors1,colorredundant,square hexagon circle blue green pentagon,setsize09,green,NA,eight,hexagon,crit,TRUE
participant048,distractors1,colorredundant,square square circle circle circle hexagon pentagon pentagon blue blue blue blue blue,setsize09,green,NA,six,hexagon,crit,TRUE
participant048,distractors2,colorredundant,square hexagon blue green pentagon,setsize09,blue,NA,six,pentagon,crit,TRUE
participant048,distractors2,colorredundant,square pentagon square circle green blue,setsize09,green,NA,two,pentagon,crit,TRUE
participant048,distractors3,colorredundant,blue blue blue green green green hexagon hexagon circle square pentagon,setsize09,green,NA,seven,hexagon,crit,TRUE
participant048,distractors3,colorredundant,circle green green green hexagon hexagon square square,setsize09,blue,NA,six,pentagon,crit,TRUE
participant048,distractors4,colorredundant,green blue pentagon pentagon hexagon circle circle square,setsize09,green,NA,three,square,crit,TRUE
participant048,distractors4,colorredundant,pentagon hexagon blue green square,setsize09,blue,NA,six,hexagon,crit,TRUE
participant049,distractors0,colorredundantlowfreq,jade pentagon,setsize16,jade,NA,six,pentagon,crit,TRUE
participant049,distractors0,colorredundantlowfreq,pentagon,setsize16,jade,NA,two,pentagon,crit,FALSE
participant049,distractors1,colorredundantlowfreq,pentagon,setsize16,jade,NA,seven,pentagon,crit,FALSE
participant049,distractors1,colorredundantlowfreq,teal circle,setsize16,teal,NA,four,circle,crit,TRUE
participant049,distractors2,colorredundantlowfreq,jade pentagon,setsize16,jade,NA,thirteen,pentagon,crit,TRUE
participant049,distractors2,colorredundantlowfreq,teal hexagon,setsize16,teal,NA,nine,hexagon,crit,TRUE
participant049,distractors3,colorredundantlowfreq,pentagon teal,setsize16,teal,NA,six,pentagon,crit,TRUE
participant049,distractors3,colorredundantlowfreq,teal pentagon,setsize16,teal,NA,twelve,pentagon,crit,TRUE
participant049,distractors4,colorredundantlowfreq,circle,setsize16,jade,NA,fourteen,circle,crit,FALSE
participant049,distractors4,colorredundantlowfreq,teal hexagon,setsize16,teal,NA,three,hexagon,crit,TRUE
participant049,distractors0,colorredundantlowfreq,hexagon,setsize03,jade,NA,three,hexagon,crit,FALSE
participant049,distractors0,colorredundantlowfreq,pentagon,setsize03,jade,NA,one,pentagon,crit,FALSE
participant049,distractors1,colorredundantlowfreq,circle,setsize03,teal,NA,three,circle,crit,FALSE
participant049,distractors1,colorredundantlowfreq,hexagon,setsize03,teal,NA,one,hexagon,crit,FALSE
participant049,distractors0,colorredundantlowfreq,square circle,setsize06,jade,NA,four,circle,crit,FALSE
participant049,distractors0,colorredundantlowfreq,square,setsize06,teal,NA,six,square,crit,FALSE
participant049,distractors1,colorredundantlowfreq,hexagon,setsize06,teal,NA,two,hexagon,crit,FALSE
participant049,distractors1,colorredundantlowfreq,teal circle,setsize06,teal,NA,five,circle,crit,TRUE
participant049,distractors2,colorredundantlowfreq,circle,setsize06,jade,NA,five,circle,crit,FALSE
participant049,distractors2,colorredundantlowfreq,jade pentagon,setsize06,jade,NA,five,pentagon,crit,TRUE
participant049,distractors3,colorredundantlowfreq,hexagon,setsize06,teal,NA,four,hexagon,crit,FALSE
participant049,distractors3,colorredundantlowfreq,pentagon,setsize06,jade,NA,five,pentagon,crit,FALSE
participant049,distractors4,colorredundantlowfreq,teal circle,setsize06,teal,NA,three,circle,crit,TRUE
participant049,distractors4,colorredundantlowfreq,teal square,setsize06,teal,NA,five,square,crit,TRUE
participant049,distractors0,colorredundantlowfreq,circle,setsize09,jade,NA,one,circle,crit,FALSE
participant049,distractors0,colorredundantlowfreq,pentagon,setsize09,teal,NA,three,pentagon,crit,FALSE
participant049,distractors1,colorredundantlowfreq,jade square,setsize09,jade,NA,nine,square,crit,TRUE
participant049,distractors1,colorredundantlowfreq,teal hexagon,setsize09,teal,NA,four,hexagon,crit,TRUE
participant049,distractors2,colorredundantlowfreq,square jade,setsize09,jade,NA,two,square,crit,TRUE
participant049,distractors2,colorredundantlowfreq,teal square,setsize09,teal,NA,one,square,crit,TRUE
participant049,distractors3,colorredundantlowfreq,hexagon,setsize09,teal,NA,five,hexagon,crit,FALSE
participant049,distractors3,colorredundantlowfreq,hexagon,setsize09,jade,NA,three,hexagon,crit,FALSE
participant049,distractors4,colorredundantlowfreq,circle,setsize09,jade,NA,one,circle,crit,FALSE
participant049,distractors4,colorredundantlowfreq,circle,setsize09,teal,NA,six,circle,crit,FALSE
participant050,distractors0,orientredundant,square,setsize16,NA,vertical,three,square,crit,FALSE
participant050,distractors0,orientredundant,square,setsize16,NA,horizontal,two,square,crit,FALSE
participant050,distractors1,orientredundant,hexagon vertical striped,setsize16,NA,vertical,two,hexagon,crit,TRUE
participant050,distractors1,orientredundant,square,setsize16,NA,vertical,six,square,crit,FALSE
participant050,distractors2,orientredundant,circle,setsize16,NA,horizontal,eight,circle,crit,FALSE
participant050,distractors2,orientredundant,circle,setsize16,NA,horizontal,four,circle,crit,FALSE
participant050,distractors3,orientredundant,pentagon vertical striped,setsize16,NA,vertical,eight,pentagon,crit,TRUE
participant050,distractors3,orientredundant,pentagon vertical striped,setsize16,NA,vertical,five,pentagon,crit,TRUE
participant050,distractors4,orientredundant,pentagon,setsize16,NA,vertical,nine,pentagon,crit,FALSE
participant050,distractors4,orientredundant,pentagon,setsize16,NA,horizontal,seven,pentagon,crit,FALSE
participant050,distractors0,orientredundant,circle,setsize03,NA,vertical,three,circle,crit,FALSE
participant050,distractors0,orientredundant,hexagon,setsize03,NA,vertical,two,hexagon,crit,FALSE
participant050,distractors1,orientredundant,hexagon vertical striped,setsize03,NA,vertical,one,hexagon,crit,TRUE
participant050,distractors1,orientredundant,hexagon,setsize03,NA,horizontal,one,hexagon,crit,FALSE
participant050,distractors0,orientredundant,square,setsize06,NA,horizontal,two,square,crit,FALSE
participant050,distractors0,orientredundant,square,setsize06,NA,horizontal,two,square,crit,FALSE
participant050,distractors1,orientredundant,circle,setsize06,NA,horizontal,one,circle,crit,FALSE
participant050,distractors1,orientredundant,hexagon,setsize06,NA,vertical,four,hexagon,crit,FALSE
participant050,distractors2,orientredundant,pentagon,setsize06,NA,horizontal,four,pentagon,crit,FALSE
participant050,distractors2,orientredundant,square,setsize06,NA,horizontal,one,square,crit,FALSE
participant050,distractors3,orientredundant,hexagon,setsize06,NA,horizontal,three,hexagon,crit,FALSE
participant050,distractors3,orientredundant,square,setsize06,NA,horizontal,three,square,crit,FALSE
participant050,distractors4,orientredundant,circle,setsize06,NA,vertical,two,circle,crit,FALSE
participant050,distractors4,orientredundant,square,setsize06,NA,vertical,one,square,crit,FALSE
participant050,distractors0,orientredundant,circle,setsize09,NA,horizontal,five,circle,crit,FALSE
participant050,distractors0,orientredundant,circle,setsize09,NA,horizontal,nine,circle,crit,FALSE
participant050,distractors1,orientredundant,hexagon horizontal striped,setsize09,NA,horizontal,seven,hexagon,crit,TRUE
participant050,distractors1,orientredundant,pentagon vertical striped,setsize09,NA,vertical,three,pentagon,crit,TRUE
participant050,distractors2,orientredundant,pentagon,setsize09,NA,horizontal,five,pentagon,crit,FALSE
participant050,distractors2,orientredundant,pentagon,setsize09,NA,horizontal,six,pentagon,crit,FALSE
participant050,distractors3,orientredundant,circle,setsize09,NA,horizontal,one,circle,crit,FALSE
participant050,distractors3,orientredundant,pentagon,setsize09,NA,horizontal,nine,pentagon,crit,FALSE
participant050,distractors4,orientredundant,square,setsize09,NA,vertical,five,square,crit,FALSE
participant050,distractors4,orientredundant,square,setsize09,NA,vertical,two,square,crit,FALSE
participant051,distractors0,colorredundant,blue hexagon,setsize16,blue,NA,five,hexagon,crit,TRUE
participant051,distractors0,colorredundant,green hexagon,setsize16,green,NA,nine,hexagon,crit,TRUE
participant051,distractors1,colorredundant,blue circle,setsize16,blue,NA,two,circle,crit,TRUE
participant051,distractors1,colorredundant,hexagon green,setsize16,green,NA,one,hexagon,crit,TRUE
participant051,distractors2,colorredundant,blue hexagon,setsize16,blue,NA,two,hexagon,crit,TRUE
participant051,distractors2,colorredundant,green pentagon,setsize16,green,NA,three,pentagon,crit,TRUE
participant051,distractors3,colorredundant,blue pentagon,setsize16,blue,NA,fifteen,pentagon,crit,TRUE
participant051,distractors3,colorredundant,hexagon,setsize16,green,NA,five,hexagon,crit,FALSE
participant051,distractors4,colorredundant,blue pentagon,setsize16,blue,NA,thirteen,pentagon,crit,TRUE
participant051,distractors4,colorredundant,hexagon green,setsize16,green,NA,five,hexagon,crit,TRUE
participant051,distractors0,colorredundant,circle,setsize03,blue,NA,one,circle,crit,FALSE
participant051,distractors0,colorredundant,circle,setsize03,green,NA,three,circle,crit,FALSE
participant051,distractors1,colorredundant,green pentagon,setsize03,green,NA,one,pentagon,crit,TRUE
participant051,distractors1,colorredundant,pentagon,setsize03,blue,NA,one,pentagon,crit,FALSE
participant051,distractors0,colorredundant,blue circle,setsize06,blue,NA,five,circle,crit,TRUE
participant051,distractors0,colorredundant,hexagon,setsize06,blue,NA,one,hexagon,crit,FALSE
participant051,distractors1,colorredundant,green square,setsize06,green,NA,four,square,crit,TRUE
participant051,distractors1,colorredundant,green square,setsize06,green,NA,three,square,crit,TRUE
participant051,distractors2,colorredundant,circle,setsize06,blue,NA,two,circle,crit,FALSE
participant051,distractors2,colorredundant,green hexagon,setsize06,green,NA,five,hexagon,crit,TRUE
participant051,distractors3,colorredundant,blue pentagon,setsize06,blue,NA,one,pentagon,crit,TRUE
participant051,distractors3,colorredundant,green square,setsize06,green,NA,three,square,crit,TRUE
participant051,distractors4,colorredundant,square green,setsize06,green,NA,five,square,crit,TRUE
participant051,distractors4,colorredundant,square,setsize06,green,NA,six,square,crit,FALSE
participant051,distractors0,colorredundant,blue hexagon,setsize09,blue,NA,three,hexagon,crit,TRUE
participant051,distractors0,colorredundant,blue square,setsize09,blue,NA,seven,square,crit,TRUE
participant051,distractors1,colorredundant,blue pentagon,setsize09,blue,NA,two,pentagon,crit,TRUE
participant051,distractors1,colorredundant,circle green,setsize09,green,NA,four,circle,crit,TRUE
participant051,distractors2,colorredundant,green pentagon,setsize09,green,NA,six,pentagon,crit,TRUE
participant051,distractors2,colorredundant,green square,setsize09,green,NA,six,square,crit,TRUE
participant051,distractors3,colorredundant,green pentagon,setsize09,green,NA,five,pentagon,crit,TRUE
participant051,distractors3,colorredundant,hexagon,setsize09,green,NA,four,hexagon,crit,FALSE
participant051,distractors4,colorredundant,green circle,setsize09,green,NA,eight,circle,crit,TRUE
participant051,distractors4,colorredundant,hexagon,setsize09,green,NA,six,hexagon,crit,FALSE
participant052,distractors0,colorredundantlowfreq,jade square,setsize16,jade,NA,fifteen,square,crit,TRUE
participant052,distractors0,colorredundantlowfreq,jade square,setsize16,jade,NA,six,square,crit,TRUE
participant052,distractors1,colorredundantlowfreq,jade pentagon,setsize16,jade,NA,six,pentagon,crit,TRUE
participant052,distractors1,colorredundantlowfreq,teal circle,setsize16,teal,NA,sixteen,circle,crit,TRUE
participant052,distractors2,colorredundantlowfreq,teal circle,setsize16,teal,NA,one,circle,crit,TRUE
participant052,distractors2,colorredundantlowfreq,teal pentagon,setsize16,teal,NA,ten,pentagon,crit,TRUE
participant052,distractors3,colorredundantlowfreq,teal hexagon,setsize16,teal,NA,ten,hexagon,crit,TRUE
participant052,distractors3,colorredundantlowfreq,teal hexagon,setsize16,teal,NA,twelve,hexagon,crit,TRUE
participant052,distractors4,colorredundantlowfreq,jade circle,setsize16,jade,NA,eleven,circle,crit,TRUE
participant052,distractors4,colorredundantlowfreq,teal circle,setsize16,teal,NA,ten,circle,crit,TRUE
participant052,distractors0,colorredundantlowfreq,teal circle,setsize03,teal,NA,three,circle,crit,TRUE
participant052,distractors0,colorredundantlowfreq,teal hexagon,setsize03,teal,NA,three,hexagon,crit,TRUE
participant052,distractors1,colorredundantlowfreq,jade circle,setsize03,jade,NA,two,circle,crit,TRUE
participant052,distractors1,colorredundantlowfreq,teal square,setsize03,teal,NA,three,square,crit,TRUE
participant052,distractors0,colorredundantlowfreq,jade circle,setsize06,jade,NA,one,circle,crit,TRUE
participant052,distractors0,colorredundantlowfreq,teal square,setsize06,teal,NA,three,square,crit,TRUE
participant052,distractors1,colorredundantlowfreq,jade hexagon,setsize06,jade,NA,three,hexagon,crit,TRUE
participant052,distractors1,colorredundantlowfreq,teal circle,setsize06,teal,NA,three,circle,crit,TRUE
participant052,distractors2,colorredundantlowfreq,jade pentagon,setsize06,jade,NA,one,pentagon,crit,TRUE
participant052,distractors2,colorredundantlowfreq,teal pentagon,setsize06,teal,NA,two,pentagon,crit,TRUE
participant052,distractors3,colorredundantlowfreq,jade circle,setsize06,jade,NA,two,circle,crit,TRUE
participant052,distractors3,colorredundantlowfreq,teal square,setsize06,teal,NA,four,square,crit,TRUE
participant052,distractors4,colorredundantlowfreq,teal hexagon,setsize06,teal,NA,three,hexagon,crit,TRUE
participant052,distractors4,colorredundantlowfreq,teal pentagon,setsize06,teal,NA,five,pentagon,crit,TRUE
participant052,distractors0,colorredundantlowfreq,jade square,setsize09,jade,NA,four,square,crit,TRUE
participant052,distractors0,colorredundantlowfreq,teal circle,setsize09,teal,NA,four,circle,crit,TRUE
participant052,distractors1,colorredundantlowfreq,jade hexagon,setsize09,jade,NA,seven,hexagon,crit,TRUE
participant052,distractors1,colorredundantlowfreq,teal circle,setsize09,teal,NA,five,circle,crit,TRUE
participant052,distractors2,colorredundantlowfreq,jade square,setsize09,jade,NA,seven,square,crit,TRUE
participant052,distractors2,colorredundantlowfreq,teal pentagon,setsize09,teal,NA,two,pentagon,crit,TRUE
participant052,distractors3,colorredundantlowfreq,jade hexagon,setsize09,jade,NA,six,hexagon,crit,TRUE
participant052,distractors3,colorredundantlowfreq,teal pentagon,setsize09,teal,NA,six,pentagon,crit,TRUE
participant052,distractors4,colorredundantlowfreq,jade hexagon,setsize09,jade,NA,eight,hexagon,crit,TRUE
participant052,distractors4,colorredundantlowfreq,jade hexagon,setsize09,jade,NA,four,hexagon,crit,TRUE
participant053,distractors0,colorredundant,blue circle,setsize16,blue,NA,nine,circle,crit,TRUE
participant053,distractors0,colorredundant,green pentagon,setsize16,green,NA,fifteen,pentagon,crit,TRUE
participant053,distractors1,colorredundant,green pentagon,setsize16,green,NA,eleven,pentagon,crit,TRUE
participant053,distractors1,colorredundant,square,setsize16,green,NA,nine,square,crit,FALSE
participant053,distractors2,colorredundant,blue square,setsize16,blue,NA,six,square,crit,TRUE
participant053,distractors2,colorredundant,pentagon blue,setsize16,blue,NA,two,pentagon,crit,TRUE
participant053,distractors3,colorredundant,blue circle,setsize16,blue,NA,fifteen,circle,crit,TRUE
participant053,distractors3,colorredundant,blue square,setsize16,blue,NA,fourteen,square,crit,TRUE
participant053,distractors4,colorredundant,blue circle,setsize16,blue,NA,fourteen,circle,crit,TRUE
participant053,distractors4,colorredundant,blue square,setsize16,blue,NA,one,square,crit,TRUE
participant053,distractors0,colorredundant,blue circle,setsize03,blue,NA,two,circle,crit,TRUE
participant053,distractors0,colorredundant,circle,setsize03,blue,NA,two,circle,crit,FALSE
participant053,distractors1,colorredundant,circle,setsize03,green,NA,one,circle,crit,FALSE
participant053,distractors1,colorredundant,green square,setsize03,green,NA,three,square,crit,TRUE
participant053,distractors0,colorredundant,blue square,setsize06,blue,NA,six,square,crit,TRUE
participant053,distractors0,colorredundant,green circle,setsize06,green,NA,one,circle,crit,TRUE
participant053,distractors1,colorredundant,circle,setsize06,green,NA,six,circle,crit,FALSE
participant053,distractors1,colorredundant,pentagon,setsize06,green,NA,five,hexagon,crit,FALSE
participant053,distractors2,colorredundant,blue pentagon,setsize06,blue,NA,two,pentagon,crit,TRUE
participant053,distractors2,colorredundant,pentagon,setsize06,blue,NA,one,hexagon,crit,FALSE
participant053,distractors3,colorredundant,blue hexagon,setsize06,blue,NA,four,hexagon,crit,TRUE
participant053,distractors3,colorredundant,pentagon,setsize06,green,NA,three,hexagon,crit,FALSE
participant053,distractors4,colorredundant,green hexagon,setsize06,green,NA,three,hexagon,crit,TRUE
participant053,distractors4,colorredundant,green square,setsize06,green,NA,five,square,crit,TRUE
participant053,distractors0,colorredundant,green circle,setsize09,green,NA,eight,circle,crit,TRUE
participant053,distractors0,colorredundant,green hexagon,setsize09,green,NA,nine,hexagon,crit,TRUE
participant053,distractors1,colorredundant,green hexagon,setsize09,green,NA,eight,hexagon,crit,TRUE
participant053,distractors1,colorredundant,green hexagon,setsize09,green,NA,two,hexagon,crit,TRUE
participant053,distractors2,colorredundant,green circle,setsize09,green,NA,two,circle,crit,TRUE
participant053,distractors2,colorredundant,green pentagon,setsize09,green,NA,two,pentagon,crit,TRUE
participant053,distractors3,colorredundant,blue pentagon,setsize09,blue,NA,one,pentagon,crit,TRUE
participant053,distractors3,colorredundant,green circle,setsize09,green,NA,three,circle,crit,TRUE
participant053,distractors4,colorredundant,blue circle,setsize09,blue,NA,five,circle,crit,TRUE
participant053,distractors4,colorredundant,square,setsize09,blue,NA,seven,square,crit,FALSE
participant054,distractors0,colorredundant,blue hexagon,setsize16,blue,NA,ten,hexagon,crit,TRUE
participant054,distractors0,colorredundant,blue pentagon,setsize16,blue,NA,fifteen,pentagon,crit,TRUE
participant054,distractors1,colorredundant,blue circle,setsize16,blue,NA,eight,circle,crit,TRUE
participant054,distractors1,colorredundant,blue hexagon,setsize16,blue,NA,four,hexagon,crit,TRUE
participant054,distractors2,colorredundant,blue pentagon,setsize16,blue,NA,three,pentagon,crit,TRUE
participant054,distractors2,colorredundant,green pentagon,setsize16,green,NA,fifteen,pentagon,crit,TRUE
participant054,distractors3,colorredundant,blue circle,setsize16,blue,NA,three,circle,crit,TRUE
participant054,distractors3,colorredundant,green pentagon,setsize16,green,NA,seven,pentagon,crit,TRUE
participant054,distractors4,colorredundant,blue hexagon,setsize16,blue,NA,two,hexagon,crit,TRUE
participant054,distractors4,colorredundant,blue pentagon,setsize16,blue,NA,four,pentagon,crit,TRUE
participant054,distractors0,colorredundant,blue circle,setsize03,blue,NA,one,circle,crit,TRUE
participant054,distractors0,colorredundant,green hexagon,setsize03,green,NA,three,hexagon,crit,TRUE
participant054,distractors1,colorredundant,blue hexagon,setsize03,blue,NA,three,hexagon,crit,TRUE
participant054,distractors1,colorredundant,green circle,setsize03,green,NA,two,circle,crit,TRUE
participant054,distractors0,colorredundant,blue square,setsize06,blue,NA,five,square,crit,TRUE
participant054,distractors0,colorredundant,green pentagon,setsize06,green,NA,five,pentagon,crit,TRUE
participant054,distractors1,colorredundant,blue circle,setsize06,blue,NA,four,circle,crit,TRUE
participant054,distractors1,colorredundant,blue hexagon,setsize06,blue,NA,five,hexagon,crit,TRUE
participant054,distractors2,colorredundant,blue hexagon,setsize06,blue,NA,four,hexagon,crit,TRUE
participant054,distractors2,colorredundant,blue square,setsize06,blue,NA,two,square,crit,TRUE
participant054,distractors3,colorredundant,blue circle,setsize06,blue,NA,one,circle,crit,TRUE
participant054,distractors3,colorredundant,blue square,setsize06,blue,NA,five,square,crit,TRUE
participant054,distractors4,colorredundant,blue pentagon,setsize06,blue,NA,three,pentagon,crit,TRUE
participant054,distractors4,colorredundant,green circle,setsize06,green,NA,four,circle,crit,TRUE
participant054,distractors0,colorredundant,blue hexagon,setsize09,blue,NA,two,hexagon,crit,TRUE
participant054,distractors0,colorredundant,green circle,setsize09,green,NA,five,circle,crit,TRUE
participant054,distractors1,colorredundant,green circle,setsize09,green,NA,one,circle,crit,TRUE
participant054,distractors1,colorredundant,pentagon,setsize09,green,NA,two,pentagon,crit,FALSE
participant054,distractors2,colorredundant,green square,setsize09,green,NA,eight,square,crit,TRUE
participant054,distractors2,colorredundant,green square,setsize09,green,NA,eight,square,crit,TRUE
participant054,distractors3,colorredundant,blue hexagon,setsize09,blue,NA,eight,hexagon,crit,TRUE
participant054,distractors3,colorredundant,green circle,setsize09,green,NA,one,circle,crit,TRUE
participant054,distractors4,colorredundant,blue square,setsize09,blue,NA,one,square,crit,TRUE
participant054,distractors4,colorredundant,green circle,setsize09,green,NA,six,circle,crit,TRUE
participant055,distractors0,orientredundant,hexagon horizontal striped,setsize16,NA,horizontal,five,hexagon,crit,TRUE
participant055,distractors0,orientredundant,square horizontal striped,setsize16,NA,horizontal,two,square,crit,TRUE
participant055,distractors1,orientredundant,hexagon horizontal striped,setsize16,NA,horizontal,thirteen,hexagon,crit,TRUE
participant055,distractors1,orientredundant,hexagon vertical striped,setsize16,NA,vertical,four,hexagon,crit,TRUE
participant055,distractors2,orientredundant,pentagon vertical striped,setsize16,NA,vertical,three,pentagon,crit,TRUE
participant055,distractors2,orientredundant,square horizontal striped,setsize16,NA,horizontal,seven,square,crit,TRUE
participant055,distractors3,orientredundant,square vertical striped,setsize16,NA,vertical,one,square,crit,TRUE
participant055,distractors3,orientredundant,square vertical striped,setsize16,NA,vertical,sixteen,square,crit,TRUE
participant055,distractors4,orientredundant,circle horizontal striped,setsize16,NA,horizontal,four,circle,crit,TRUE
participant055,distractors4,orientredundant,circle horizontal striped,setsize16,NA,horizontal,ten,circle,crit,TRUE
participant055,distractors0,orientredundant,circle horizontal striped,setsize03,NA,horizontal,two,circle,crit,TRUE
participant055,distractors0,orientredundant,pentagon horizontal striped,setsize03,NA,horizontal,one,pentagon,crit,TRUE
participant055,distractors1,orientredundant,circle vertical striped,setsize03,NA,vertical,three,circle,crit,TRUE
participant055,distractors1,orientredundant,pentagon horizontal striped,setsize03,NA,horizontal,one,pentagon,crit,TRUE
participant055,distractors0,orientredundant,square horizontal striped,setsize06,NA,horizontal,one,square,crit,TRUE
participant055,distractors0,orientredundant,square vertical striped,setsize06,NA,vertical,two,square,crit,TRUE
participant055,distractors1,orientredundant,circle horizontal striped,setsize06,NA,horizontal,five,circle,crit,TRUE
participant055,distractors1,orientredundant,square horizontal striped,setsize06,NA,horizontal,two,square,crit,TRUE
participant055,distractors2,orientredundant,circle horizontal striped,setsize06,NA,horizontal,three,circle,crit,TRUE
participant055,distractors2,orientredundant,pentagon vertical striped,setsize06,NA,vertical,six,pentagon,crit,TRUE
participant055,distractors3,orientredundant,circle horizontal striped,setsize06,NA,horizontal,five,circle,crit,TRUE
participant055,distractors3,orientredundant,circle vertical striped,setsize06,NA,vertical,five,circle,crit,TRUE
participant055,distractors4,orientredundant,circle vertical striped,setsize06,NA,vertical,one,circle,crit,TRUE
participant055,distractors4,orientredundant,square horizontal striped,setsize06,NA,horizontal,three,square,crit,TRUE
participant055,distractors0,orientredundant,circle horizontal striped,setsize09,NA,horizontal,two,circle,crit,TRUE
participant055,distractors0,orientredundant,circle vertical striped,setsize09,NA,vertical,eight,circle,crit,TRUE
participant055,distractors1,orientredundant,circle vertical striped,setsize09,NA,vertical,three,circle,crit,TRUE
participant055,distractors1,orientredundant,square vertical striped,setsize09,NA,vertical,five,square,crit,TRUE
participant055,distractors2,orientredundant,pentagon vertical striped,setsize09,NA,vertical,eight,pentagon,crit,TRUE
participant055,distractors2,orientredundant,square vertical striped,setsize09,NA,vertical,eight,square,crit,TRUE
participant055,distractors3,orientredundant,circle horizontal striped,setsize09,NA,horizontal,two,circle,crit,TRUE
participant055,distractors3,orientredundant,pentagon vertical striped,setsize09,NA,vertical,five,pentagon,crit,TRUE
participant055,distractors4,orientredundant,hexagon horizontal striped,setsize09,NA,horizontal,five,hexagon,crit,TRUE
participant055,distractors4,orientredundant,pentagon vertical striped,setsize09,NA,vertical,eight,pentagon,crit,TRUE
participant056,distractors0,colorredundantlowfreq,pentagon jade,setsize16,teal,NA,three,hexagon,crit,TRUE
participant056,distractors0,colorredundantlowfreq,pentagon teal,setsize16,jade,NA,sixteen,pentagon,crit,TRUE
participant056,distractors1,colorredundantlowfreq,hexagon teal,setsize16,jade,NA,sixteen,hexagon,crit,TRUE
participant056,distractors1,colorredundantlowfreq,pentagon jade,setsize16,teal,NA,three,hexagon,crit,TRUE
participant056,distractors2,colorredundantlowfreq,hexagon jade,setsize16,teal,NA,seven,hexagon,crit,TRUE
