participant,index,nDistract,redundant,response,setSize,trialType,overinformative
participant001,4,distractors2,colorredundant,has four corners,setsize06,crit,FALSE
participant001,5,distractors0,colorredundant,has four green corners,setsize16,crit,TRUE
participant001,6,distractors1,colorredundant,has four corners blue,setsize03,crit,TRUE
participant001,8,distractors1,colorredundant,four corners green,setsize06,crit,TRUE
participant001,9,distractors0,colorredundant,five corners green,setsize06,crit,TRUE
participant001,11,distractors0,colorredundant,five corners blue,setsize16,crit,TRUE
participant001,13,distractors4,colorredundant,6 corners blue,setsize06,crit,TRUE
participant001,14,distractors0,colorredundant,5 corners green,setsize09,crit,TRUE
participant001,16,distractors2,colorredundant,4 corners green,setsize09,crit,TRUE
participant001,17,distractors0,colorredundant,four corners blue,setsize16,crit,TRUE
participant001,18,distractors3,colorredundant,green 6 sides,setsize06,crit,TRUE
participant001,22,distractors2,colorredundant,green round,setsize06,crit,TRUE
participant001,23,distractors4,colorredundant,blue 4 sides,setsize06,crit,TRUE
participant001,24,distractors4,colorredundant,green 4 sides,setsize09,crit,TRUE
participant001,26,distractors3,colorredundant,green 4 sides,setsize06,crit,TRUE
participant001,27,distractors0,colorredundant,round green,setsize16,crit,TRUE
participant001,28,distractors0,colorredundant,5 sides green,setsize16,crit,TRUE
participant001,29,distractors0,colorredundant,blue 6 sides,setsize03,crit,TRUE
participant001,30,distractors0,colorredundant,green square,setsize16,crit,TRUE
participant001,31,distractors0,colorredundant,round green,setsize16,crit,TRUE
participant001,34,distractors0,colorredundant,blue 6 sides,setsize09,crit,TRUE
participant001,35,distractors0,colorredundant,blue 4 sides square,setsize16,crit,TRUE
participant001,36,distractors1,colorredundant,green 5 sides,setsize09,crit,TRUE
participant001,39,distractors2,colorredundant,blue six sides,setsize09,crit,TRUE
participant001,40,distractors0,colorredundant,blue square,setsize03,crit,TRUE
participant001,41,distractors0,colorredundant,green 5 sides,setsize16,crit,TRUE
participant001,44,distractors1,colorredundant,green 5 sides,setsize03,crit,TRUE
participant001,45,distractors4,colorredundant,green 6 sides,setsize09,crit,TRUE
participant001,46,distractors1,colorredundant,blue 6 sides,setsize06,crit,TRUE
participant001,47,distractors3,colorredundant,green 5 sides,setsize09,crit,TRUE
participant001,48,distractors1,colorredundant,green round,setsize09,crit,TRUE
participant001,49,distractors0,colorredundant,green square,setsize06,crit,TRUE
participant001,50,distractors3,colorredundant,green 6 sides,setsize09,crit,TRUE
participant002,4,distractors3,colorredundant,green pentagon,setsize09,crit,TRUE
participant002,5,distractors0,colorredundant,blue pentagon,setsize16,crit,TRUE
participant002,7,distractors4,colorredundant,blue circle,setsize06,crit,TRUE
participant002,8,distractors1,colorredundant,blue circle,setsize06,crit,TRUE
participant002,9,distractors1,colorredundant,green square,setsize09,crit,TRUE
participant002,11,distractors2,colorredundant,green pentagon,setsize06,crit,TRUE
participant002,12,distractors0,colorredundant,blue circle,setsize06,crit,TRUE
participant002,13,distractors1,colorredundant,blue hexagon,setsize03,crit,TRUE
participant002,14,distractors4,colorredundant,green hexagon,setsize09,crit,TRUE
participant002,15,distractors0,colorredundant,green square,setsize16,crit,TRUE
participant002,16,distractors0,colorredundant,green circle,setsize16,crit,TRUE
participant002,17,distractors0,colorredundant,blue square,setsize16,crit,TRUE
participant002,19,distractors0,colorredundant,green square,setsize16,crit,TRUE
participant002,23,distractors2,colorredundant,blue pentagon,setsize09,crit,TRUE
participant002,25,distractors1,colorredundant,blue hexagon,setsize06,crit,TRUE
participant002,26,distractors0,colorredundant,green hexagon,setsize16,crit,TRUE
participant002,27,distractors4,colorredundant,blue circle,setsize09,crit,TRUE
participant002,29,distractors2,colorredundant,green circle,setsize06,crit,TRUE
participant002,30,distractors4,colorredundant,blue square,setsize06,crit,TRUE
participant002,32,distractors1,colorredundant,green hexagon,setsize09,crit,TRUE
participant002,35,distractors3,colorredundant,blue hexagon,setsize06,crit,TRUE
participant002,36,distractors3,colorredundant,green hexagon,setsize06,crit,TRUE
participant002,37,distractors3,colorredundant,green square,setsize09,crit,TRUE
participant002,40,distractors0,colorredundant,green square,setsize16,crit,TRUE
participant002,41,distractors0,colorredundant,green square,setsize16,crit,TRUE
participant002,44,distractors2,colorredundant,blue pentagon,setsize09,crit,TRUE
participant002,45,distractors1,colorredundant,green pentagon,setsize03,crit,TRUE
participant002,46,distractors0,colorredundant,green square,setsize16,crit,TRUE
participant002,49,distractors0,colorredundant,green square,setsize16,crit,TRUE
participant003,4,distractors0,colorredundant,6 sided green shape,setsize16,crit,TRUE
participant003,5,distractors3,colorredundant,6 sided blue shape,setsize06,crit,TRUE
participant003,7,distractors4,colorredundant,5 sided green shape,setsize09,crit,TRUE
participant003,8,distractors1,colorredundant,5 sided green shape,setsize03,crit,TRUE
participant003,10,distractors4,colorredundant,blue square,setsize09,crit,TRUE
participant003,11,distractors3,colorredundant,6 sided blue,setsize09,crit,TRUE
participant003,14,distractors3,colorredundant,6 sided blue,setsize09,crit,TRUE
participant003,15,distractors0,colorredundant,green square,setsize09,crit,TRUE
participant003,16,distractors2,colorredundant,6 sided green,setsize06,crit,TRUE
participant003,17,distractors0,colorredundant,blue circle,setsize16,crit,TRUE
participant003,18,distractors0,colorredundant,green square,setsize06,crit,TRUE
participant003,19,distractors0,colorredundant,5 sided green,setsize16,crit,TRUE
participant003,20,distractors0,colorredundant,5 sided green,setsize16,crit,TRUE
participant003,21,distractors2,colorredundant,6 sided blue,setsize09,crit,TRUE
participant003,23,distractors0,colorredundant,5 sided green,setsize16,crit,TRUE
participant003,24,distractors0,colorredundant,green circle,setsize03,crit,TRUE
participant003,25,distractors1,colorredundant,blue square,setsize06,crit,TRUE
participant003,27,distractors0,colorredundant,6 sided blue,setsize09,crit,TRUE
participant003,30,distractors0,colorredundant,6 sided green,setsize06,crit,TRUE
participant003,31,distractors1,colorredundant,green square,setsize09,crit,TRUE
participant003,32,distractors2,colorredundant,5 sided blue,setsize09,crit,TRUE
participant003,33,distractors3,colorredundant,6 sided blue,setsize06,crit,TRUE
participant003,34,distractors0,colorredundant,6 sided green,setsize16,crit,TRUE
participant003,35,distractors4,colorredundant,blue square,setsize06,crit,TRUE
participant003,36,distractors0,colorredundant,6 sided green,setsize03,crit,TRUE
participant003,37,distractors1,colorredundant,5 sided green,setsize03,crit,TRUE
participant003,40,distractors0,colorredundant,blue square,setsize16,crit,TRUE
participant003,41,distractors4,colorredundant,5 sided blue,setsize06,crit,TRUE
participant003,42,distractors1,colorredundant,green square,setsize06,crit,TRUE
participant003,43,distractors2,colorredundant,5 sided blue,setsize06,crit,TRUE
participant003,44,distractors0,colorredundant,6 sided blue,setsize16,crit,TRUE
participant003,48,distractors1,colorredundant,green circle,setsize09,crit,TRUE
participant003,49,distractors0,colorredundant,6 sided green,setsize16,crit,TRUE
participant003,50,distractors0,colorredundant,6 sided blue,setsize16,crit,TRUE
participant004,4,distractors0,orientationredundant,5 sided shape ,setsize16,crit,FALSE
participant004,5,distractors4,orientationredundant,circle,setsize06,crit,FALSE
participant004,6,distractors3,orientationredundant,square,setsize06,crit,FALSE
participant004,10,distractors4,orientationredundant,6 sided shape,setsize09,crit,FALSE
participant004,11,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant004,13,distractors3,orientationredundant,square horizontal lines,setsize09,crit,TRUE
participant004,14,distractors2,orientationredundant,circle vertical lines,setsize09,crit,TRUE
participant004,15,distractors0,orientationredundant,circle ,setsize16,crit,FALSE
participant004,16,distractors2,orientationredundant,5 sided shape ,setsize06,crit,FALSE
participant004,17,distractors1,orientationredundant,6 sided shape ,setsize09,crit,FALSE
participant004,18,distractors0,orientationredundant,6 sided shape,setsize09,crit,FALSE
participant004,19,distractors1,orientationredundant,circle ,setsize03,crit,FALSE
participant004,20,distractors4,orientationredundant,circle ,setsize06,crit,FALSE
participant004,21,distractors1,orientationredundant,5 sided shape,setsize09,crit,FALSE
participant004,22,distractors3,orientationredundant,square,setsize06,crit,FALSE
participant004,23,distractors0,orientationredundant,6 sided shape ,setsize03,crit,FALSE
participant004,24,distractors0,orientationredundant,5 sided shape ,setsize09,crit,FALSE
participant004,25,distractors0,orientationredundant,6 sided shape ,setsize16,crit,FALSE
participant004,27,distractors2,orientationredundant,square ,setsize06,crit,FALSE
participant004,31,distractors1,orientationredundant,square ,setsize03,crit,FALSE
participant004,34,distractors3,orientationredundant,6 sided horizontal lines,setsize09,crit,TRUE
participant004,35,distractors1,orientationredundant,6 sided vertical lines,setsize06,crit,TRUE
participant004,36,distractors4,orientationredundant,5 sided horizontal lines ,setsize09,crit,TRUE
participant004,39,distractors0,orientationredundant,6 sided vertical lines ,setsize06,crit,TRUE
participant004,40,distractors0,orientationredundant,square ,setsize16,crit,FALSE
participant004,41,distractors0,orientationredundant,6 sided,setsize06,crit,FALSE
participant004,42,distractors0,orientationredundant,circle ,setsize16,crit,FALSE
participant004,43,distractors0,orientationredundant,5 sided,setsize16,crit,FALSE
participant004,44,distractors2,orientationredundant,5 sided vertical lines ,setsize09,crit,TRUE
participant004,45,distractors0,orientationredundant,6 sided,setsize03,crit,FALSE
participant004,46,distractors0,orientationredundant,circle ,setsize16,crit,FALSE
participant004,47,distractors1,orientationredundant,square ,setsize06,crit,FALSE
participant004,49,distractors0,orientationredundant,square ,setsize16,crit,FALSE
participant004,50,distractors0,orientationredundant,5 sided horizontal lines ,setsize16,crit,TRUE
participant006,4,distractors1,colorredundant,the hexagon,setsize03,crit,FALSE
participant006,5,distractors0,colorredundant,the blue circle,setsize16,crit,TRUE
participant006,6,distractors0,colorredundant,the blue circle,setsize09,crit,TRUE
participant006,8,distractors0,colorredundant,the blue hexagon,setsize16,crit,TRUE
participant006,10,distractors0,colorredundant,the blue hexagon,setsize16,crit,TRUE
participant006,11,distractors0,colorredundant,the blue hexagon,setsize16,crit,TRUE
participant006,13,distractors0,colorredundant,the green square,setsize16,crit,TRUE
participant006,15,distractors0,colorredundant,the blue circle,setsize16,crit,TRUE
participant006,16,distractors2,colorredundant,the green square,setsize06,crit,TRUE
participant006,18,distractors0,colorredundant,the square,setsize03,crit,FALSE
participant006,21,distractors3,colorredundant,the hexagon,setsize09,crit,FALSE
participant006,23,distractors3,colorredundant,the hexagon,setsize09,crit,FALSE
participant006,24,distractors4,colorredundant,the hexagon,setsize09,crit,FALSE
participant006,26,distractors0,colorredundant,the blue pentagon,setsize16,crit,TRUE
participant006,27,distractors2,colorredundant,the pentagon,setsize06,crit,FALSE
participant006,28,distractors4,colorredundant,the square,setsize06,crit,FALSE
participant006,29,distractors1,colorredundant,the pentagon,setsize06,crit,FALSE
participant006,31,distractors0,colorredundant,the circle,setsize16,crit,FALSE
participant006,32,distractors1,colorredundant,the square,setsize03,crit,FALSE
participant006,35,distractors0,colorredundant,the pentagon,setsize03,crit,FALSE
participant006,36,distractors4,colorredundant,the circle,setsize06,crit,FALSE
participant006,37,distractors1,colorredundant,the pentagon,setsize06,crit,FALSE
participant006,38,distractors2,colorredundant,the pentagon,setsize09,crit,FALSE
participant006,39,distractors3,colorredundant,the circle,setsize06,crit,FALSE
participant006,40,distractors1,colorredundant,the blue circle,setsize09,crit,TRUE
participant006,41,distractors0,colorredundant,the circle,setsize06,crit,FALSE
participant006,42,distractors0,colorredundant,the blue square,setsize16,crit,TRUE
participant006,43,distractors0,colorredundant,the square,setsize09,crit,FALSE
participant006,44,distractors0,colorredundant,the square,setsize06,crit,FALSE
participant006,45,distractors2,colorredundant,the circle,setsize09,crit,FALSE
participant006,46,distractors3,colorredundant,the circle,setsize06,crit,FALSE
participant006,47,distractors0,colorredundant,the square,setsize16,crit,FALSE
participant006,48,distractors1,colorredundant,the circle,setsize09,crit,FALSE
participant006,49,distractors4,colorredundant,the square,setsize09,crit,FALSE
participant007,4,distractors1,orientationredundant,5 sides and horizontal stripes,setsize03,crit,TRUE
participant007,8,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant007,10,distractors4,orientationredundant,circle,setsize06,crit,FALSE
participant007,11,distractors0,orientationredundant,pentagon,setsize16,crit,FALSE
participant007,12,distractors3,orientationredundant,pentagon,setsize09,crit,FALSE
participant007,13,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant007,14,distractors4,orientationredundant,square,setsize09,crit,FALSE
participant007,15,distractors2,orientationredundant,pentagon,setsize06,crit,FALSE
participant007,18,distractors2,orientationredundant,6 sided shape,setsize09,crit,FALSE
participant007,20,distractors1,orientationredundant,circle,setsize06,crit,FALSE
participant007,22,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant007,23,distractors1,orientationredundant,6 sided shape,setsize09,crit,FALSE
participant007,24,distractors0,orientationredundant,6 sided shape,setsize06,crit,FALSE
participant007,25,distractors3,orientationredundant,6 sided shape,setsize09,crit,FALSE
participant007,26,distractors1,orientationredundant,square,setsize06,crit,FALSE
participant007,27,distractors0,orientationredundant,pentagon,setsize03,crit,FALSE
participant007,28,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant007,29,distractors0,orientationredundant,6 sides,setsize16,crit,FALSE
participant007,30,distractors0,orientationredundant,pentagon,setsize16,crit,FALSE
participant007,31,distractors1,orientationredundant,square,setsize03,crit,FALSE
participant007,32,distractors4,orientationredundant,6 sides,setsize06,crit,FALSE
participant007,35,distractors0,orientationredundant,circle,setsize03,crit,FALSE
participant007,36,distractors0,orientationredundant,6 sides,setsize16,crit,FALSE
participant007,37,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant007,38,distractors3,orientationredundant,square,setsize06,crit,FALSE
participant007,39,distractors0,orientationredundant,6 sides,setsize09,crit,FALSE
participant007,40,distractors2,orientationredundant,6 sides,setsize06,crit,FALSE
participant007,41,distractors0,orientationredundant,circle,setsize06,crit,FALSE
participant007,42,distractors0,orientationredundant,6 sides,setsize09,crit,FALSE
participant007,43,distractors4,orientationredundant,square,setsize09,crit,FALSE
participant007,44,distractors0,orientationredundant,pentagon,setsize16,crit,FALSE
participant007,47,distractors3,orientationredundant,circle,setsize06,crit,FALSE
participant007,48,distractors1,orientationredundant,pentagon,setsize09,crit,FALSE
participant007,50,distractors2,orientationredundant,circle,setsize09,crit,FALSE
participant008,5,distractors0,orientationredundant,it is square,setsize03,crit,FALSE
participant008,8,distractors0,orientationredundant,it is a circle,setsize16,crit,FALSE
participant008,9,distractors1,orientationredundant,it has 5 sides,setsize03,crit,FALSE
participant008,12,distractors4,orientationredundant,a square,setsize06,crit,FALSE
participant008,15,distractors1,orientationredundant,it is a square,setsize03,crit,FALSE
participant008,21,distractors0,orientationredundant,a square,setsize16,crit,FALSE
participant008,22,distractors1,orientationredundant,a square,setsize09,crit,FALSE
participant008,23,distractors0,orientationredundant,a circle,setsize16,crit,FALSE
participant008,25,distractors2,orientationredundant,a square,setsize06,crit,FALSE
participant008,30,distractors3,orientationredundant,circle with vertical lines,setsize09,crit,TRUE
participant008,33,distractors2,orientationredundant,a square,setsize09,crit,FALSE
participant008,34,distractors0,orientationredundant,a circle,setsize16,crit,FALSE
participant008,36,distractors4,orientationredundant,circle,setsize09,crit,FALSE
participant008,37,distractors2,orientationredundant,square,setsize06,crit,FALSE
participant008,42,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant008,44,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant008,46,distractors0,orientationredundant,circle,setsize03,crit,FALSE
participant008,47,distractors1,orientationredundant,square,setsize06,crit,FALSE
participant008,49,distractors3,orientationredundant,square,setsize06,crit,FALSE
participant008,50,distractors1,orientationredundant,square,setsize09,crit,FALSE
participant009,19,distractors0,colorredundant,odd colour out,setsize16,crit,FALSE
participant009,23,distractors0,colorredundant,only one of its colour,setsize06,crit,FALSE
participant009,25,distractors0,colorredundant,sole pentagon,setsize16,crit,TRUE
participant009,26,distractors0,colorredundant,only one of its colour and type,setsize06,crit,FALSE
participant009,27,distractors2,colorredundant,sole 4 sided object,setsize09,crit,TRUE
participant009,28,distractors4,colorredundant,has no sides,setsize06,crit,FALSE
participant009,30,distractors1,colorredundant,sole blue object with sides,setsize09,crit,TRUE
participant009,34,distractors0,colorredundant,sole object of its colour,setsize03,crit,TRUE
participant009,36,distractors0,colorredundant,sole object of its colour,setsize16,crit,TRUE
participant009,38,distractors0,colorredundant,sole square,setsize16,crit,TRUE
participant009,40,distractors3,colorredundant,sole green square,setsize06,crit,TRUE
participant009,41,distractors4,colorredundant,sole green circle,setsize09,crit,TRUE
participant009,42,distractors2,colorredundant,sole green hexagon,setsize06,crit,TRUE
participant009,43,distractors0,colorredundant,sole green object,setsize09,crit,TRUE
participant009,44,distractors3,colorredundant,sole blue circle,setsize09,crit,TRUE
participant009,45,distractors2,colorredundant,sole green hexagon,setsize09,crit,TRUE
participant009,49,distractors0,colorredundant,sole blue square,setsize16,crit,TRUE
participant010,4,distractors1,orientationredundant,round with vertical stripes,setsize09,crit,TRUE
participant010,5,distractors2,orientationredundant,a pentagon with horizontal stripes,setsize09,crit,TRUE
participant010,8,distractors0,orientationredundant,square with vertical stripes,setsize16,crit,TRUE
participant010,9,distractors3,orientationredundant,round with horizontal stripes,setsize09,crit,TRUE
participant010,10,distractors4,orientationredundant,square with horizontal stripes,setsize09,crit,TRUE
participant010,13,distractors3,orientationredundant,square with horizontal stripes,setsize09,crit,TRUE
participant010,14,distractors2,orientationredundant,round with horizontal stripes,setsize09,crit,TRUE
participant010,15,distractors0,orientationredundant,pentagon with horizontal stripes,setsize16,crit,TRUE
participant010,17,distractors0,orientationredundant,round with horizontal stripes,setsize16,crit,TRUE
participant010,19,distractors1,orientationredundant,square with vertical stripes,setsize09,crit,TRUE
participant010,20,distractors0,orientationredundant,hexagon with horizontal stripes,setsize03,crit,TRUE
participant010,21,distractors0,orientationredundant,pentagon with vertical stripes,setsize16,crit,TRUE
participant010,22,distractors0,orientationredundant,hexagon with horizontal stripes,setsize06,crit,TRUE
participant010,23,distractors0,orientationredundant,pentagon with vertical stripes,setsize16,crit,TRUE
participant010,24,distractors0,orientationredundant,round with vertical stripes,setsize16,crit,TRUE
participant010,25,distractors1,orientationredundant,pentagon with vertical stripes,setsize06,crit,TRUE
participant010,28,distractors3,orientationredundant,round with horizontal stripes,setsize06,crit,TRUE
participant010,30,distractors0,orientationredundant,square with horizontal stripes,setsize03,crit,TRUE
participant010,31,distractors0,orientationredundant,pentagon with vertical stripes,setsize06,crit,TRUE
participant010,32,distractors0,orientationredundant,pentagon with horizontal stripes,setsize16,crit,TRUE
participant010,34,distractors4,orientationredundant,square with vertical stripes,setsize09,crit,TRUE
participant010,35,distractors2,orientationredundant,pentagon with vertical stripes,setsize06,crit,TRUE
participant010,36,distractors4,orientationredundant,pentagon with horizontal stripes,setsize06,crit,TRUE
participant010,38,distractors2,orientationredundant,pentagon with vertical stripes,setsize06,crit,TRUE
participant010,39,distractors0,orientationredundant,square with vertical stripes,setsize16,crit,TRUE
participant010,41,distractors0,orientationredundant,round with vertical stripes,setsize09,crit,TRUE
participant010,42,distractors3,orientationredundant,hexagon with horizontal stripes,setsize06,crit,TRUE
participant010,43,distractors0,orientationredundant,pentagon with horizontal stripes,setsize16,crit,TRUE
participant010,44,distractors0,orientationredundant,square with horizontal stripes,setsize09,crit,TRUE
participant010,46,distractors0,orientationredundant,round with horizontal stripes,setsize16,crit,TRUE
participant010,47,distractors4,orientationredundant,hexagon with vertical stripes,setsize06,crit,TRUE
participant010,48,distractors1,orientationredundant,pentagon with horizontal stripes,setsize03,crit,TRUE
participant010,49,distractors1,orientationredundant,square with horizontal stripes,setsize06,crit,TRUE
participant010,50,distractors1,orientationredundant,square with vertical stripes,setsize03,crit,TRUE
participant011,6,distractors1,orientationredundant,hexagon with horizontal stripes,setsize06,crit,TRUE
participant011,8,distractors0,orientationredundant,circle ,setsize03,crit,FALSE
participant011,9,distractors1,orientationredundant,circle,setsize06,crit,FALSE
participant011,11,distractors0,orientationredundant,hexagon with vertical stripes,setsize09,crit,TRUE
participant011,12,distractors2,orientationredundant,hexagon with vertical stripes,setsize06,crit,TRUE
participant011,13,distractors0,orientationredundant,square with vertical stripes,setsize16,crit,TRUE
participant011,14,distractors0,orientationredundant,hexagon with horizontal stripes,setsize16,crit,TRUE
participant011,15,distractors4,orientationredundant,circle with horizontal stripes,setsize06,crit,TRUE
participant011,17,distractors0,orientationredundant,square with vertical stripes,setsize16,crit,TRUE
participant011,19,distractors1,orientationredundant,circle,setsize03,crit,FALSE
participant011,20,distractors4,orientationredundant,pentagon,setsize06,crit,FALSE
participant011,21,distractors4,orientationredundant,square,setsize09,crit,FALSE
participant011,22,distractors0,orientationredundant,pentagon,setsize16,crit,FALSE
participant011,23,distractors1,orientationredundant,circle,setsize09,crit,FALSE
participant011,24,distractors1,orientationredundant,circle,setsize09,crit,FALSE
participant011,25,distractors3,orientationredundant,pentagon,setsize09,crit,FALSE
participant011,26,distractors0,orientationredundant,pentagon,setsize06,crit,FALSE
participant011,28,distractors2,orientationredundant,circle,setsize09,crit,FALSE
participant011,29,distractors2,orientationredundant,square,setsize06,crit,FALSE
participant011,30,distractors0,orientationredundant,pentagon,setsize16,crit,FALSE
participant011,34,distractors0,orientationredundant,circle,setsize03,crit,FALSE
participant011,37,distractors2,orientationredundant,circle with horizontal stripes,setsize09,crit,TRUE
participant011,38,distractors3,orientationredundant,hexagon with horizontal stripes,setsize09,crit,TRUE
participant011,39,distractors0,orientationredundant,pentagon with horizontal stripes,setsize16,crit,TRUE
participant011,40,distractors0,orientationredundant,circle,setsize06,crit,FALSE
participant011,41,distractors1,orientationredundant,hexagon,setsize03,crit,FALSE
participant011,42,distractors3,orientationredundant,pentagon,setsize06,crit,FALSE
participant011,44,distractors0,orientationredundant,square,setsize09,crit,FALSE
participant011,47,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant011,48,distractors3,orientationredundant,pentagon,setsize06,crit,FALSE
participant011,49,distractors0,orientationredundant,pentagon,setsize16,crit,FALSE
participant011,50,distractors4,orientationredundant,pentagon,setsize09,crit,FALSE
participant012,5,distractors0,colorredundant,green circle,setsize16,crit,TRUE
participant012,7,distractors0,colorredundant,green 5-sided shape,setsize16,crit,TRUE
participant012,8,distractors3,colorredundant,blue six-sided shape,setsize09,crit,TRUE
participant012,10,distractors0,colorredundant,green circle,setsize03,crit,TRUE
participant012,11,distractors1,colorredundant,blue square,setsize06,crit,TRUE
participant012,12,distractors3,colorredundant,green 6-sided shape,setsize06,crit,TRUE
participant012,14,distractors0,colorredundant,blue square,setsize06,crit,TRUE
participant012,15,distractors2,colorredundant,blue 5-sided shape,setsize06,crit,TRUE
participant012,17,distractors0,colorredundant,blue square,setsize16,crit,TRUE
participant012,18,distractors0,colorredundant,blue 6-sided shape,setsize16,crit,TRUE
participant012,19,distractors1,colorredundant,blue circle,setsize03,crit,TRUE
participant012,20,distractors2,colorredundant,blue square,setsize06,crit,TRUE
participant012,21,distractors1,colorredundant,blue square,setsize09,crit,TRUE
participant012,22,distractors3,colorredundant,blue 5-sided shape,setsize06,crit,TRUE
participant012,24,distractors0,colorredundant,green 5-sided shape,setsize16,crit,TRUE
participant012,26,distractors0,colorredundant,green shape,setsize16,crit,FALSE
participant012,27,distractors3,colorredundant,blue square,setsize09,crit,TRUE
participant012,29,distractors0,colorredundant,blue 6-sided shape,setsize16,crit,TRUE
participant012,30,distractors0,colorredundant,green circle,setsize09,crit,TRUE
participant012,31,distractors2,colorredundant,blue circle,setsize09,crit,TRUE
participant012,32,distractors4,colorredundant,green 5-sided shape,setsize09,crit,TRUE
participant012,33,distractors0,colorredundant,blue square,setsize16,crit,TRUE
participant012,35,distractors1,colorredundant,blue square,setsize09,crit,TRUE
participant012,37,distractors2,colorredundant,blue 6-sided shape,setsize09,crit,TRUE
participant012,38,distractors0,colorredundant,the only blue shape,setsize16,crit,FALSE
participant012,39,distractors4,colorredundant,green circle,setsize06,crit,TRUE
participant012,40,distractors4,colorredundant,blue 5-sided shape,setsize09,crit,TRUE
participant012,41,distractors1,colorredundant,blue 6-sided shape,setsize03,crit,TRUE
participant012,42,distractors0,colorredundant,only green shape,setsize09,crit,FALSE
participant012,44,distractors0,colorredundant,green square,setsize03,crit,TRUE
participant012,45,distractors0,colorredundant,blue square,setsize16,crit,TRUE
participant012,46,distractors1,colorredundant,green 5-sided shape,setsize06,crit,TRUE
participant012,47,distractors0,colorredundant,only blue shape,setsize06,crit,FALSE
participant012,49,distractors4,colorredundant,blue square,setsize06,crit,TRUE
participant013,4,distractors1,colorredundant,shape with 6 sides,setsize06,crit,FALSE
participant013,5,distractors0,colorredundant,no sides,setsize16,crit,FALSE
participant013,7,distractors0,colorredundant,four sides and gree,setsize16,crit,TRUE
participant013,8,distractors1,colorredundant,no sides but blue,setsize09,crit,TRUE
participant013,9,distractors0,colorredundant,4 sides and blue,setsize16,crit,TRUE
participant013,10,distractors0,colorredundant,no sides and green,setsize16,crit,TRUE
participant013,11,distractors4,colorredundant,no sides and green,setsize06,crit,TRUE
participant013,13,distractors0,colorredundant,5 sides and blue,setsize16,crit,TRUE
participant013,14,distractors3,colorredundant,no sides and green,setsize06,crit,TRUE
participant013,15,distractors2,colorredundant,four sides and green,setsize06,crit,TRUE
participant013,16,distractors2,colorredundant,6 sides and blue,setsize06,crit,TRUE
participant013,17,distractors3,colorredundant,five sides and blue,setsize09,crit,TRUE
participant013,18,distractors0,colorredundant,6 sides and blue,setsize03,crit,TRUE
participant013,19,distractors1,colorredundant,6 sides and green,setsize03,crit,TRUE
participant013,20,distractors4,colorredundant,5 sides and green,setsize06,crit,TRUE
participant013,22,distractors4,colorredundant,5 sides and blue,setsize09,crit,TRUE
participant013,24,distractors1,colorredundant,5 sides and blue,setsize09,crit,TRUE
participant013,27,distractors0,colorredundant,four sides and blue,setsize16,crit,TRUE
participant013,28,distractors1,colorredundant,no sides and blue,setsize06,crit,TRUE
participant013,29,distractors1,colorredundant,no sides and green,setsize03,crit,TRUE
participant013,31,distractors0,colorredundant,four sides and blue,setsize03,crit,TRUE
participant013,32,distractors3,colorredundant,no sides and green,setsize09,crit,TRUE
participant013,33,distractors0,colorredundant,five sides and green,setsize16,crit,TRUE
participant013,34,distractors0,colorredundant,six sides and green,setsize16,crit,TRUE
participant013,36,distractors0,colorredundant,five sides and blue,setsize06,crit,TRUE
participant013,37,distractors0,colorredundant,four sides and green,setsize16,crit,TRUE
participant013,38,distractors0,colorredundant,no sides and blue,setsize06,crit,TRUE
participant013,39,distractors3,colorredundant,no sides and blue,setsize06,crit,TRUE
participant013,40,distractors0,colorredundant,no sides and blue,setsize09,crit,TRUE
participant013,41,distractors2,colorredundant,five sides and green,setsize09,crit,TRUE
participant013,45,distractors2,colorredundant,6 sides and green,setsize09,crit,TRUE
participant013,46,distractors0,colorredundant,four sides and green,setsize09,crit,TRUE
participant013,48,distractors4,colorredundant,five sides and blue,setsize09,crit,TRUE
participant013,49,distractors0,colorredundant,five sides and green,setsize16,crit,TRUE
participant014,7,distractors2,orientationredundant,pentagon,setsize06,crit,FALSE
participant014,8,distractors0,orientationredundant,circle,setsize03,crit,FALSE
participant014,9,distractors2,orientationredundant,circle,setsize09,crit,FALSE
participant014,11,distractors0,orientationredundant,circle,setsize06,crit,FALSE
participant014,13,distractors4,orientationredundant,pentagon,setsize06,crit,FALSE
participant014,14,distractors1,orientationredundant,square,setsize09,crit,FALSE
participant014,16,distractors4,orientationredundant,hexagon,setsize06,crit,FALSE
participant014,17,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant014,18,distractors3,orientationredundant,pentagon,setsize09,crit,FALSE
participant014,19,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant014,21,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant014,23,distractors0,orientationredundant,hexagon vertical lines,setsize16,crit,TRUE
participant014,24,distractors0,orientationredundant,pentagon horizontal lines,setsize16,crit,TRUE
